Time,RAW_HEX,EN,FAULT,ENOUT,WDO,SRC
20:22:54.974,0x00000017,1,1,1,0,UART
20:22:55.188,0x0000001D,1,0,1,1,UART
20:22:55.404,0x0000001D,1,0,1,1,UART
20:22:55.626,0x0000001D,1,0,1,1,UART
20:22:55.841,0x0000001D,1,0,1,1,UART
20:22:56.059,0x0000001D,1,0,1,1,UART
20:22:56.275,0x0000001D,1,0,1,1,UART
20:22:56.486,0x0000001D,1,0,1,1,UART
20:22:56.702,0x0000001D,1,0,1,1,UART
20:22:56.921,0x00000017,1,1,1,0,UART
20:22:57.140,0x0000001D,1,0,1,1,UART
20:22:57.357,0x0000001D,1,0,1,1,UART
20:22:57.570,0x0000001D,1,0,1,1,UART
20:22:57.790,0x0000001D,1,0,1,1,UART
20:22:58.004,0x0000001D,1,0,1,1,UART
20:22:58.216,0x0000001D,1,0,1,1,UART
20:22:58.431,0x0000001D,1,0,1,1,UART
20:22:58.652,0x00000017,1,1,1,0,UART
20:22:58.869,0x0000001D,1,0,1,1,UART
20:22:59.087,0x0000001D,1,0,1,1,UART
20:22:59.302,0x0000001D,1,0,1,1,UART
20:22:59.517,0x0000001D,1,0,1,1,UART
20:22:59.730,0x0000001D,1,0,1,1,UART
20:22:59.949,0x0000001D,1,0,1,1,UART
20:23:00.161,0x0000001D,1,0,1,1,UART
20:23:00.377,0x00000017,1,1,1,0,UART
20:23:00.598,0x0000001D,1,0,1,1,UART
20:23:00.813,0x0000001D,1,0,1,1,UART
20:23:01.029,0x0000001D,1,0,1,1,UART
20:23:01.245,0x0000001D,1,0,1,1,UART
20:23:01.459,0x0000001D,1,0,1,1,UART
20:23:01.677,0x0000001D,1,0,1,1,UART
20:23:01.892,0x0000001D,1,0,1,1,UART
20:23:02.105,0x0000001D,1,0,1,1,UART
20:23:02.324,0x00000017,1,1,1,0,UART
20:23:02.535,0x0000001D,1,0,1,1,UART
20:23:02.751,0x0000001D,1,0,1,1,UART
20:23:02.966,0x0000001D,1,0,1,1,UART
20:23:03.181,0x0000001D,1,0,1,1,UART
20:23:03.397,0x0000001D,1,0,1,1,UART
20:23:03.619,0x0000001D,1,0,1,1,UART
20:23:03.834,0x0000001D,1,0,1,1,UART
20:23:04.050,0x00000017,1,1,1,0,UART
20:23:04.265,0x0000001D,1,0,1,1,UART
20:23:04.484,0x0000001D,1,0,1,1,UART
20:23:04.695,0x0000001D,1,0,1,1,UART
20:23:04.916,0x0000001D,1,0,1,1,UART
20:23:05.127,0x0000001D,1,0,1,1,UART
20:23:05.348,0x0000001D,1,0,1,1,UART
20:23:05.565,0x0000001D,1,0,1,1,UART
20:23:05.778,0x00000017,1,1,1,0,UART
20:23:05.996,0x0000001D,1,0,1,1,UART
20:23:06.209,0x0000001D,1,0,1,1,UART
20:23:06.427,0x0000001D,1,0,1,1,UART
20:23:06.639,0x0000001D,1,0,1,1,UART
20:23:06.855,0x0000001D,1,0,1,1,UART
20:23:07.070,0x0000001D,1,0,1,1,UART
20:23:07.286,0x0000001D,1,0,1,1,UART
20:23:07.507,0x0000001D,1,0,1,1,UART
20:23:07.723,0x00000017,1,1,1,0,UART
20:23:07.939,0x0000001D,1,0,1,1,UART
20:23:08.154,0x0000001D,1,0,1,1,UART
20:23:08.369,0x0000001D,1,0,1,1,UART
20:23:08.584,0x0000001D,1,0,1,1,UART
20:23:08.799,0x0000001D,1,0,1,1,UART
20:23:09.021,0x0000001D,1,0,1,1,UART
20:23:09.237,0x0000001D,1,0,1,1,UART
20:23:09.452,0x00000017,1,1,1,0,UART
20:23:09.667,0x0000001D,1,0,1,1,UART
20:23:09.882,0x0000001D,1,0,1,1,UART
20:23:10.097,0x0000001D,1,0,1,1,UART
20:23:10.316,0x0000001D,1,0,1,1,UART
20:23:10.529,0x0000001D,1,0,1,1,UART
20:23:10.743,0x0000001D,1,0,1,1,UART
20:23:10.958,0x0000001D,1,0,1,1,UART
20:23:11.179,0x00000017,1,1,1,0,UART
20:23:11.389,0x0000001D,1,0,1,1,UART
20:23:11.610,0x0000001D,1,0,1,1,UART
20:23:11.819,0x0000001D,1,0,1,1,UART
20:23:12.037,0x0000001D,1,0,1,1,UART
20:23:12.257,0x0000001D,1,0,1,1,UART
20:23:12.473,0x0000001D,1,0,1,1,UART
20:23:12.689,0x0000001D,1,0,1,1,UART
20:23:12.905,0x0000001D,1,0,1,1,UART
20:23:13.119,0x00000017,1,1,1,0,UART
20:23:13.334,0x0000001D,1,0,1,1,UART
20:23:13.549,0x0000001D,1,0,1,1,UART
20:23:13.764,0x0000001D,1,0,1,1,UART
20:23:13.985,0x0000001D,1,0,1,1,UART
20:23:14.195,0x0000001D,1,0,1,1,UART
20:23:14.418,0x0000001D,1,0,1,1,UART
20:23:14.633,0x0000001D,1,0,1,1,UART
20:23:14.848,0x00000017,1,1,1,0,UART
20:23:15.066,0x0000001D,1,0,1,1,UART
20:23:15.278,0x0000001D,1,0,1,1,UART
20:23:15.494,0x0000001D,1,0,1,1,UART
20:23:15.714,0x0000001D,1,0,1,1,UART
20:23:15.930,0x0000001D,1,0,1,1,UART
20:23:16.147,0x0000001D,1,0,1,1,UART
20:23:16.363,0x0000001D,1,0,1,1,UART
20:23:16.579,0x00000017,1,1,1,0,UART
20:23:16.794,0x0000001D,1,0,1,1,UART
20:23:17.007,0x0000001D,1,0,1,1,UART
20:23:17.226,0x0000001D,1,0,1,1,UART
20:23:17.440,0x0000001D,1,0,1,1,UART
20:23:17.658,0x0000001D,1,0,1,1,UART
20:23:17.870,0x0000001D,1,0,1,1,UART
20:23:18.091,0x0000001D,1,0,1,1,UART
20:23:18.306,0x0000001D,1,0,1,1,UART
20:23:18.521,0x00000017,1,1,1,0,UART
20:23:18.737,0x0000001D,1,0,1,1,UART
20:23:18.952,0x0000001D,1,0,1,1,UART
20:23:19.171,0x0000001D,1,0,1,1,UART
20:23:19.385,0x0000001D,1,0,1,1,UART
20:23:19.597,0x0000001D,1,0,1,1,UART
20:23:19.813,0x0000001D,1,0,1,1,UART
20:23:20.030,0x0000001D,1,0,1,1,UART
20:23:20.248,0x00000017,1,1,1,0,UART
20:23:20.465,0x0000001D,1,0,1,1,UART
20:23:20.681,0x0000001D,1,0,1,1,UART
20:23:20.896,0x0000001D,1,0,1,1,UART
20:23:21.112,0x0000001D,1,0,1,1,UART
20:23:21.326,0x0000001D,1,0,1,1,UART
20:23:21.545,0x0000001D,1,0,1,1,UART
20:23:21.758,0x0000001D,1,0,1,1,UART
20:23:21.973,0x00000017,1,1,1,0,UART
20:23:22.194,0x0000001D,1,0,1,1,UART
20:23:22.408,0x0000001D,1,0,1,1,UART
20:23:22.625,0x0000001D,1,0,1,1,UART
20:23:22.841,0x0000001D,1,0,1,1,UART
20:23:23.056,0x0000001D,1,0,1,1,UART
20:23:23.271,0x0000001D,1,0,1,1,UART
20:23:23.489,0x0000001D,1,0,1,1,UART
20:23:23.705,0x0000001D,1,0,1,1,UART
20:23:23.921,0x00000017,1,1,1,0,UART
20:23:24.137,0x0000001D,1,0,1,1,UART
20:23:24.347,0x0000001D,1,0,1,1,UART
20:23:24.562,0x0000001D,1,0,1,1,UART
20:23:24.778,0x0000001D,1,0,1,1,UART
20:23:25.001,0x0000001D,1,0,1,1,UART
20:23:25.217,0x0000001D,1,0,1,1,UART
20:23:25.431,0x0000001D,1,0,1,1,UART
20:23:25.646,0x00000017,1,1,1,0,UART
20:23:25.861,0x0000001D,1,0,1,1,UART
20:23:26.078,0x0000001D,1,0,1,1,UART
20:23:26.293,0x0000001D,1,0,1,1,UART
20:23:26.507,0x0000001D,1,0,1,1,UART
20:23:26.729,0x0000001D,1,0,1,1,UART
20:23:26.945,0x0000001D,1,0,1,1,UART
20:23:27.160,0x0000001D,1,0,1,1,UART
20:23:27.376,0x00000017,1,1,1,0,UART
20:23:27.590,0x0000001D,1,0,1,1,UART
20:23:27.808,0x0000001D,1,0,1,1,UART
20:23:28.025,0x0000001D,1,0,1,1,UART
20:23:28.241,0x0000001D,1,0,1,1,UART
20:23:28.457,0x0000001D,1,0,1,1,UART
20:23:28.667,0x0000001D,1,0,1,1,UART
20:23:28.882,0x0000001D,1,0,1,1,UART
20:23:29.105,0x0000001D,1,0,1,1,UART
20:23:29.319,0x00000017,1,1,1,0,UART
20:23:29.535,0x0000001D,1,0,1,1,UART
20:23:29.750,0x0000001D,1,0,1,1,UART
20:23:29.969,0x0000001D,1,0,1,1,UART
20:23:30.181,0x0000001D,1,0,1,1,UART
20:23:30.396,0x0000001D,1,0,1,1,UART
20:23:30.611,0x0000001D,1,0,1,1,UART
20:23:30.833,0x0000001D,1,0,1,1,UART
20:23:31.049,0x00000017,1,1,1,0,UART
20:23:31.266,0x0000001D,1,0,1,1,UART
20:23:31.482,0x0000001D,1,0,1,1,UART
20:23:31.694,0x0000001D,1,0,1,1,UART
20:23:31.910,0x0000001D,1,0,1,1,UART
20:23:32.125,0x0000001D,1,0,1,1,UART
20:23:32.341,0x0000001D,1,0,1,1,UART
20:23:32.562,0x0000001D,1,0,1,1,UART
20:23:32.778,0x00000017,1,1,1,0,UART
20:23:32.993,0x0000001D,1,0,1,1,UART
20:23:33.208,0x0000001D,1,0,1,1,UART
20:23:33.423,0x0000001D,1,0,1,1,UART
20:23:33.639,0x0000001D,1,0,1,1,UART
20:23:33.858,0x0000001D,1,0,1,1,UART
20:23:34.069,0x0000001D,1,0,1,1,UART
20:23:34.285,0x0000001D,1,0,1,1,UART
20:23:34.501,0x0000001D,1,0,1,1,UART
20:23:34.716,0x00000017,1,1,1,0,UART
20:23:34.938,0x0000001D,1,0,1,1,UART
20:23:35.153,0x0000001D,1,0,1,1,UART
20:23:35.368,0x0000001D,1,0,1,1,UART
20:23:35.583,0x0000001D,1,0,1,1,UART
20:23:35.799,0x0000001D,1,0,1,1,UART
20:23:36.014,0x0000001D,1,0,1,1,UART
20:23:36.229,0x0000001D,1,0,1,1,UART
20:23:36.447,0x00000017,1,1,1,0,UART
20:23:36.660,0x0000001D,1,0,1,1,UART
20:23:36.875,0x0000001D,1,0,1,1,UART
20:23:37.096,0x0000001D,1,0,1,1,UART
20:23:37.308,0x0000001D,1,0,1,1,UART
20:23:37.527,0x0000001D,1,0,1,1,UART
20:23:37.743,0x0000001D,1,0,1,1,UART
20:23:37.959,0x0000001D,1,0,1,1,UART
20:23:38.175,0x00000017,1,1,1,0,UART
20:23:38.389,0x0000001D,1,0,1,1,UART
20:23:38.604,0x0000001D,1,0,1,1,UART
20:23:38.819,0x0000001D,1,0,1,1,UART
20:23:39.039,0x0000001D,1,0,1,1,UART
20:23:39.250,0x0000001D,1,0,1,1,UART
20:23:39.469,0x0000001D,1,0,1,1,UART
20:23:39.687,0x0000001D,1,0,1,1,UART
20:23:39.902,0x0000001D,1,0,1,1,UART
20:23:40.117,0x00000017,1,1,1,0,UART
20:23:40.333,0x0000001D,1,0,1,1,UART
20:23:40.548,0x0000001D,1,0,1,1,UART
20:23:40.763,0x0000001D,1,0,1,1,UART
20:23:40.979,0x0000001D,1,0,1,1,UART
20:23:41.195,0x0000001D,1,0,1,1,UART
20:23:41.409,0x0000001D,1,0,1,1,UART
20:23:41.628,0x0000001D,1,0,1,1,UART
20:23:41.839,0x00000017,1,1,1,0,UART
20:23:42.055,0x0000001D,1,0,1,1,UART
20:23:42.275,0x0000001D,1,0,1,1,UART
20:23:42.488,0x0000001D,1,0,1,1,UART
20:23:42.706,0x0000001D,1,0,1,1,UART
20:23:42.921,0x0000001D,1,0,1,1,UART
20:23:43.131,0x0000001D,1,0,1,1,UART
20:23:43.350,0x0000001D,1,0,1,1,UART
20:23:43.569,0x00000017,1,1,1,0,UART
20:23:43.785,0x0000001D,1,0,1,1,UART
20:23:44.000,0x0000001D,1,0,1,1,UART
20:23:44.215,0x0000001D,1,0,1,1,UART
20:23:44.432,0x0000001D,1,0,1,1,UART
20:23:44.647,0x0000001D,1,0,1,1,UART
20:23:44.860,0x0000001D,1,0,1,1,UART
20:23:45.076,0x0000001D,1,0,1,1,UART
20:23:45.292,0x0000001D,1,0,1,1,UART
20:23:45.506,0x00000017,1,1,1,0,UART
20:23:45.722,0x0000001D,1,0,1,1,UART
20:23:45.937,0x0000001D,1,0,1,1,UART
20:23:46.154,0x0000001D,1,0,1,1,UART
20:23:46.370,0x0000001D,1,0,1,1,UART
20:23:46.583,0x0000001D,1,0,1,1,UART
20:23:46.798,0x0000001D,1,0,1,1,UART
20:23:47.013,0x0000001D,1,0,1,1,UART
20:23:47.229,0x00000017,1,1,1,0,UART
20:23:47.452,0x0000001D,1,0,1,1,UART
20:23:47.668,0x0000001D,1,0,1,1,UART
20:23:47.881,0x0000001D,1,0,1,1,UART
20:23:48.097,0x0000001D,1,0,1,1,UART
20:23:48.312,0x0000001D,1,0,1,1,UART
20:23:48.527,0x0000001D,1,0,1,1,UART
20:23:48.748,0x0000001D,1,0,1,1,UART
20:23:48.965,0x00000017,1,1,1,0,UART
20:23:49.180,0x0000001D,1,0,1,1,UART
20:23:49.395,0x0000001D,1,0,1,1,UART
20:23:49.612,0x0000001D,1,0,1,1,UART
20:23:49.828,0x0000001D,1,0,1,1,UART
20:23:50.041,0x0000001D,1,0,1,1,UART
20:23:50.258,0x0000001D,1,0,1,1,UART
20:23:50.477,0x0000001D,1,0,1,1,UART
20:23:50.693,0x0000001D,1,0,1,1,UART
20:23:50.903,0x00000017,1,1,1,0,UART
20:23:51.125,0x0000001D,1,0,1,1,UART
20:23:51.340,0x0000001D,1,0,1,1,UART
20:23:51.555,0x0000001D,1,0,1,1,UART
20:23:51.771,0x0000001D,1,0,1,1,UART
20:23:51.985,0x0000001D,1,0,1,1,UART
20:23:52.201,0x0000001D,1,0,1,1,UART
20:23:52.416,0x0000001D,1,0,1,1,UART
20:23:52.633,0x00000017,1,1,1,0,UART
20:23:52.847,0x0000001D,1,0,1,1,UART
20:23:53.069,0x0000001D,1,0,1,1,UART
20:23:53.285,0x0000001D,1,0,1,1,UART
20:23:53.502,0x0000001D,1,0,1,1,UART
20:23:53.715,0x0000001D,1,0,1,1,UART
20:23:53.931,0x0000001D,1,0,1,1,UART
20:23:54.145,0x0000001D,1,0,1,1,UART
20:23:54.361,0x00000017,1,1,1,0,UART
20:23:54.579,0x0000001D,1,0,1,1,UART
20:23:54.793,0x0000001D,1,0,1,1,UART
20:23:55.008,0x0000001D,1,0,1,1,UART
20:23:55.223,0x0000001D,1,0,1,1,UART
20:23:55.444,0x0000001D,1,0,1,1,UART
20:23:55.660,0x0000001D,1,0,1,1,UART
20:23:55.874,0x0000001D,1,0,1,1,UART
20:23:56.092,0x0000001D,1,0,1,1,UART
20:23:56.308,0x00000017,1,1,1,0,UART
20:23:56.521,0x0000001D,1,0,1,1,UART
20:23:56.736,0x0000001D,1,0,1,1,UART
20:23:56.951,0x0000001D,1,0,1,1,UART
20:23:57.168,0x0000001D,1,0,1,1,UART
20:23:57.388,0x0000001D,1,0,1,1,UART
20:23:57.604,0x0000001D,1,0,1,1,UART
20:23:57.820,0x0000001D,1,0,1,1,UART
20:23:58.034,0x00000017,1,1,1,0,UART
20:23:58.250,0x0000001D,1,0,1,1,UART
20:23:58.465,0x0000001D,1,0,1,1,UART
20:23:58.680,0x0000001D,1,0,1,1,UART
20:23:58.896,0x0000001D,1,0,1,1,UART
20:23:59.117,0x0000001D,1,0,1,1,UART
20:23:59.332,0x0000001D,1,0,1,1,UART
20:23:59.548,0x0000001D,1,0,1,1,UART
20:23:59.764,0x00000017,1,1,1,0,UART
20:23:59.978,0x0000001D,1,0,1,1,UART
20:24:00.194,0x0000001D,1,0,1,1,UART
20:24:00.414,0x0000001D,1,0,1,1,UART
20:24:00.630,0x0000001D,1,0,1,1,UART
20:24:00.840,0x0000001D,1,0,1,1,UART
20:24:01.062,0x0000000D,1,0,1,1,Nút S1
20:24:01.277,0x0000000D,1,0,1,1,Nút S1
20:24:01.492,0x0000000D,1,0,1,1,Nút S1
20:24:01.707,0x0000000D,1,0,1,1,Nút S1
20:24:01.922,0x0000000D,1,0,1,1,Nút S1
20:24:02.139,0x0000000D,1,0,1,1,Nút S1
20:24:02.353,0x0000000D,1,0,1,1,Nút S1
20:24:02.569,0x0000000D,1,0,1,1,Nút S1
20:24:02.786,0x0000000D,1,0,1,1,Nút S1
20:24:02.999,0x0000000D,1,0,1,1,Nút S1
20:24:03.215,0x0000000D,1,0,1,1,Nút S1
20:24:03.437,0x0000000D,1,0,1,1,Nút S1
20:24:03.654,0x0000000D,1,0,1,1,Nút S1
20:24:03.869,0x0000000D,1,0,1,1,Nút S1
20:24:04.086,0x0000000D,1,0,1,1,Nút S1
20:24:04.298,0x0000000D,1,0,1,1,Nút S1
20:24:04.517,0x0000000D,1,0,1,1,Nút S1
20:24:04.733,0x0000000D,1,0,1,1,Nút S1
20:24:04.944,0x0000000D,1,0,1,1,Nút S1
20:24:05.166,0x0000000D,1,0,1,1,Nút S1
20:24:05.381,0x0000000D,1,0,1,1,Nút S1
20:24:05.597,0x0000000D,1,0,1,1,Nút S1
20:24:05.812,0x00000007,1,1,1,0,Nút S1
20:24:06.029,0x0000000D,1,0,1,1,Nút S1
20:24:06.243,0x0000000D,1,0,1,1,Nút S1
20:24:06.463,0x0000000D,1,0,1,1,Nút S1
20:24:06.673,0x0000000D,1,0,1,1,Nút S1
20:24:06.895,0x0000000D,1,0,1,1,Nút S1
20:24:07.110,0x0000000D,1,0,1,1,Nút S1
20:24:07.326,0x0000000D,1,0,1,1,Nút S1
20:24:07.543,0x00000007,1,1,1,0,Nút S1
20:24:07.756,0x0000000D,1,0,1,1,Nút S1
20:24:07.972,0x0000000D,1,0,1,1,Nút S1
20:24:08.187,0x0000000D,1,0,1,1,Nút S1
20:24:08.406,0x0000000D,1,0,1,1,Nút S1
20:24:08.617,0x0000000D,1,0,1,1,Nút S1
20:24:08.833,0x0000000D,1,0,1,1,Nút S1
20:24:09.048,0x0000000D,1,0,1,1,Nút S1
20:24:09.271,0x0000000D,1,0,1,1,Nút S1
20:24:09.486,0x00000007,1,1,1,0,Nút S1
20:24:09.703,0x0000000D,1,0,1,1,Nút S1
20:24:09.916,0x0000000D,1,0,1,1,Nút S1
20:24:10.131,0x0000000D,1,0,1,1,Nút S1
20:24:10.347,0x0000000D,1,0,1,1,Nút S1
20:24:10.561,0x0000000D,1,0,1,1,Nút S1
20:24:10.776,0x0000000D,1,0,1,1,Nút S1
20:24:10.992,0x0000000D,1,0,1,1,Nút S1
20:24:11.207,0x00000007,1,1,1,0,Nút S1
20:24:11.429,0x0000000D,1,0,1,1,Nút S1
20:24:11.644,0x0000000D,1,0,1,1,Nút S1
20:24:11.860,0x0000000D,1,0,1,1,Nút S1
20:24:12.076,0x0000000D,1,0,1,1,Nút S1
20:24:12.290,0x0000000D,1,0,1,1,Nút S1
20:24:12.506,0x0000000D,1,0,1,1,Nút S1
20:24:12.721,0x0000000D,1,0,1,1,Nút S1
20:24:12.937,0x00000007,1,1,1,0,Nút S1
20:24:13.155,0x0000000D,1,0,1,1,Nút S1
20:24:13.367,0x0000000D,1,0,1,1,Nút S1
20:24:13.582,0x0000000D,1,0,1,1,Nút S1
20:24:13.798,0x0000000D,1,0,1,1,Nút S1
20:24:14.017,0x0000000D,1,0,1,1,Nút S1
20:24:14.229,0x0000000D,1,0,1,1,Nút S1
20:24:14.449,0x0000000D,1,0,1,1,Nút S1
20:24:14.666,0x0000000D,1,0,1,1,Nút S1
20:24:14.882,0x00000007,1,1,1,0,Nút S1
20:24:15.097,0x0000000D,1,0,1,1,Nút S1
20:24:15.313,0x0000000D,1,0,1,1,Nút S1
20:24:15.527,0x0000000D,1,0,1,1,Nút S1
20:24:15.742,0x0000000D,1,0,1,1,Nút S1
20:24:15.958,0x0000000D,1,0,1,1,Nút S1
20:24:16.177,0x0000000D,1,0,1,1,Nút S1
20:24:16.387,0x0000000D,1,0,1,1,Nút S1
20:24:16.603,0x00000007,1,1,1,0,Nút S1
20:24:16.819,0x0000000D,1,0,1,1,Nút S1
20:24:17.036,0x0000000D,1,0,1,1,Nút S1
20:24:17.256,0x0000000D,1,0,1,1,Nút S1
20:24:17.471,0x0000000D,1,0,1,1,Nút S1
20:24:17.688,0x0000000D,1,0,1,1,Nút S1
20:24:17.902,0x0000000D,1,0,1,1,Nút S1
20:24:18.121,0x0000000D,1,0,1,1,Nút S1
20:24:18.336,0x00000007,1,1,1,0,Nút S1
20:24:18.550,0x0000000D,1,0,1,1,Nút S1
20:24:18.763,0x0000000D,1,0,1,1,Nút S1
20:24:18.984,0x0000000D,1,0,1,1,Nút S1
20:24:19.200,0x0000000D,1,0,1,1,Nút S1
20:24:19.415,0x0000000D,1,0,1,1,Nút S1
20:24:19.631,0x0000000D,1,0,1,1,Nút S1
20:24:19.848,0x0000000D,1,0,1,1,Nút S1
20:24:20.061,0x0000000D,1,0,1,1,Nút S1
20:24:20.277,0x00000007,1,1,1,0,Nút S1
20:24:20.492,0x0000000D,1,0,1,1,Nút S1
20:24:20.708,0x0000000D,1,0,1,1,Nút S1
20:24:20.922,0x0000000D,1,0,1,1,Nút S1
20:24:21.145,0x0000000D,1,0,1,1,Nút S1
20:24:21.360,0x0000000D,1,0,1,1,Nút S1
20:24:21.575,0x0000000D,1,0,1,1,Nút S1
20:24:21.793,0x0000000D,1,0,1,1,Nút S1
20:24:22.006,0x00000007,1,1,1,0,Nút S1
20:24:22.225,0x0000000D,1,0,1,1,Nút S1
20:24:22.439,0x0000000D,1,0,1,1,Nút S1
20:24:22.654,0x0000000D,1,0,1,1,Nút S1
20:24:22.871,0x0000000D,1,0,1,1,Nút S1
20:24:23.089,0x0000000D,1,0,1,1,Nút S1
20:24:23.305,0x0000000D,1,0,1,1,Nút S1
20:24:23.522,0x0000000D,1,0,1,1,Nút S1
20:24:23.735,0x00000007,1,1,1,0,Nút S1
20:24:23.950,0x0000000D,1,0,1,1,Nút S1
20:24:24.166,0x0000000D,1,0,1,1,Nút S1
20:24:24.383,0x0000000D,1,0,1,1,Nút S1
20:24:24.596,0x0000000D,1,0,1,1,Nút S1
20:24:24.813,0x0000000D,1,0,1,1,Nút S1
20:24:25.027,0x0000000D,1,0,1,1,Nút S1
20:24:25.249,0x0000000D,1,0,1,1,Nút S1
20:24:25.464,0x0000000D,1,0,1,1,Nút S1
20:24:25.679,0x00000007,1,1,1,0,Nút S1
20:24:25.895,0x0000000D,1,0,1,1,Nút S1
20:24:26.110,0x0000000D,1,0,1,1,Nút S1
20:24:26.326,0x0000000D,1,0,1,1,Nút S1
20:24:26.547,0x0000000D,1,0,1,1,Nút S1
20:24:26.762,0x0000000D,1,0,1,1,Nút S1
20:24:26.978,0x0000000D,1,0,1,1,Nút S1
20:24:27.195,0x0000000D,1,0,1,1,Nút S1
20:24:27.411,0x00000007,1,1,1,0,Nút S1
20:24:27.625,0x0000000D,1,0,1,1,Nút S1
20:24:27.843,0x0000000D,1,0,1,1,Nút S1
20:24:28.055,0x0000000D,1,0,1,1,Nút S1
20:24:28.270,0x0000000D,1,0,1,1,Nút S1
20:24:28.486,0x0000000D,1,0,1,1,Nút S1
20:24:28.707,0x0000000D,1,0,1,1,Nút S1
20:24:28.922,0x0000000D,1,0,1,1,Nút S1
20:24:29.137,0x00000007,1,1,1,0,Nút S1
20:24:29.353,0x0000000D,1,0,1,1,Nút S1
20:24:29.568,0x0000000D,1,0,1,1,Nút S1
20:24:29.787,0x0000000D,1,0,1,1,Nút S1
20:24:29.999,0x0000000D,1,0,1,1,Nút S1
20:24:30.217,0x0000000D,1,0,1,1,Nút S1
20:24:30.429,0x0000000D,1,0,1,1,Nút S1
20:24:30.648,0x0000000D,1,0,1,1,Nút S1
20:24:30.865,0x0000000D,1,0,1,1,Nút S1
20:24:31.082,0x00000007,1,1,1,0,Nút S1
20:24:31.298,0x0000000D,1,0,1,1,Nút S1
20:24:31.513,0x0000000D,1,0,1,1,Nút S1
20:24:31.729,0x0000000D,1,0,1,1,Nút S1
20:24:31.945,0x0000000D,1,0,1,1,Nút S1
20:24:32.158,0x0000000D,1,0,1,1,Nút S1
20:24:32.374,0x0000000D,1,0,1,1,Nút S1
20:24:32.591,0x0000000D,1,0,1,1,Nút S1
20:24:32.804,0x00000007,1,1,1,0,Nút S1
20:24:33.021,0x0000000D,1,0,1,1,Nút S1
20:24:33.235,0x0000000D,1,0,1,1,Nút S1
20:24:33.457,0x0000000D,1,0,1,1,Nút S1
